ISO3c,Year,election,elect_dem_index,Enph_Schmidt,Volat_A_Cohen,Volat_B_Cohen,Evolat_Cohen,inflation,gini,polpol,purges,Pol_polarization,Jpurges,polity2,Democratic,GDPpc,GDP_growth,GDPpc_growth,Inflation,Gini,GDPpc_lag,GDPpc_growth_lag
BOL,2013,0,0.67,1.8518517,0.998999953269958,0,0.99899995326995805,5.74,47.6,0.765,-1.117,6.08095554080956,6.62008091210004,7,1,2830.67345869784,6.79601142810841,,5.73640023719613,47.6,,
BOL,2014,1,0.658,1.9057283,0.375500023365021,0.0144999995827675,0.39000001549720797,5.77,47.8,0.765,-1.066,6.08095554080956,6.52629643251195,7,1,2939.47746112309,5.46056950635136,,5.7666007457914,47.8,2830.67345869784,6.79601142810841
BOL,2014,1,0.658,1.9057283,0.375500023365021,0.0144999995827675,0.39000001549720797,5.77,47.8,0.765,-1.066,6.08095554080956,6.52629643251195,7,1,,,1,,,2939.47746112309,5.46056950635136
BOL,2015,0,0.627,1.9057283,0.375500023365021,0.0144999995827675,0.39000001549720797,4.06,46.7,0.765,-1.034,6.08095554080956,6.46745126884884,7,1,,,1,,,,
BOL,2015,0,0.627,1.9057283,0.375500023365021,0.0144999995827675,0.39000001549720797,4.06,46.7,0.765,-1.034,6.08095554080956,6.46745126884884,7,1,3035.97165495107,4.85718717971413,,4.05961041135646,46.7,,
BOL,2016,0,0.63,1.9057283,0.375500023365021,0.0144999995827675,0.39000001549720797,3.62,45.3,1.426,-0.982,6.95819508958195,6.37182787789629,7,,,,1,,,3035.97165495107,4.85718717971413
BOL,2016,0,0.63,1.9057283,0.375500023365021,0.0144999995827675,0.39000001549720797,3.62,45.3,1.426,-0.982,6.95819508958195,6.37182787789629,7,,3118.91368326578,4.26392086382113,,3.62321431764138,45.3,,
BOL,2017,0,0.63,1.9057283,0.375500023365021,0.0144999995827675,0.39000001549720797,2.82,44.6,1.426,-1.447,6.95819508958195,7.22692166237587,7,,,,1,,,3118.91368326578,4.26392086382113
BOL,2017,0,0.63,1.9057283,0.375500023365021,0.0144999995827675,0.39000001549720797,2.82,44.6,1.426,-1.447,6.95819508958195,7.22692166237587,7,,3203.00443869019,4.19520633360395,,2.8227580554717,44.6,,
BOL,2018,0,0.614,,0.375500023365021,0.0144999995827675,0.39000001549720797,2.27,42.6,1.426,-1.382,6.95819508958195,7.10739242368518,7,,3291.15636101039,4.22362365271844,,2.27205987230148,42.6,3203.00443869019,4.19520633360395
BOL,2018,0,0.614,,0.375500023365021,0.0144999995827675,0.39000001549720797,2.27,42.6,1.426,-1.382,6.95819508958195,7.10739242368518,7,,,,1,,,3291.15636101039,4.22362365271844
BOL,2019,,0.561,,,,NA,1.84,41.6,1.683,-1.963,7.2992700729927,8.17579992644355,,,3317.37094661772,2.21670563961031,,1.83954504969032,41.6,,
BOL,2019,,0.561,,,,NA,1.84,41.6,1.683,-1.963,7.2992700729927,8.17579992644355,,,,,1,,,3317.37094661772,2.21670563961031
BOL,2020,,,,,,,,,3.718,-0.987,10,6.38102243471865,,,2986.02443319248,-8.7378843576993,,0.940742153381823,43.6,,
BOL,2020,,,,,,,,,3.718,-0.987,10,6.38102243471865,,,,,1,,,2986.02443319248,-8.7378843576993
BOL,2021,,,,,,,,,2.309,-0.45,8.1300597213006,5.39352703199706,,,3125.52910384653,6.10580420443311,,0.737383721452315,,,
BRA,1990,,,,,,,,,0.518,2.263,5.75315195753152,0.404560500183893,8,1,6155.64537307478,-4.35000000000022,,2947.73277248299,60.5,3125.52910384653,6.10580420443311
BRA,1991,,,,,,,,,0.518,2.263,5.75315195753152,0.404560500183893,8,1,6110.71907521168,1.0321895854696,,432.786661926461,,6155.64537307478,-4.35000000000022
BRA,1992,0,0.849,9.667533,0.109499998390675,0.244499996304512,0.35400000214576699,951.96,53.2,0.776,2.263,6.09555408095554,0.404560500183893,8,1,5974.59006469738,-0.544072051030298,,951.962053052818,53.2,6110.71907521168,1.0321895854696
BRA,1993,0,0.851,8.491659,0.109499998390675,0.244499996304512,0.35400000214576699,1927.38,60.1,-0.122,2.263,4.90378234903782,0.404560500183893,8,1,6165.31686502015,4.92469000463774,,1927.38079016026,60.1,5974.59006469738,-0.544072051030298
BRA,1994,1,0.859,8.488811,0.158500000834465,0.117500007152557,0.27600002288818398,2075.89,,-0.122,2.263,4.90378234903782,0.404560500183893,8,1,6420.40739190523,5.8528703643893,,2075.88839757325,,6165.31686502015,4.92469000463774
BRA,1995,0,0.863,7.2857623,0.158500000834465,0.117500007152557,0.27600002288818398,66.01,59.6,-0.122,2.263,4.90378234903782,0.404560500183893,8,1,6584.73922064371,4.2237936336472,,66.0070335542481,59.6,6420.40739190523,5.8528703643893
BRA,1996,0,0.866,6.9075046,0.158500000834465,0.117500007152557,0.27600002288818398,15.76,59.9,-0.122,2.263,4.90378234903782,0.404560500183893,8,1,6624.10037220125,2.20886405051482,,15.7576656002606,59.9,6584.73922064371,4.2237936336472
BRA,1997,0,0.866,6.65257,0.158500000834465,0.117500007152557,0.27600002288818398,6.93,59.8,-0.122,2.263,4.90378234903782,0.404560500183893,8,1,6742.71174107548,3.39484598531597,,6.92671251629151,59.8,6624.10037220125,2.20886405051482
BRA,1998,1,0.866,8.15598,0.157000005245209,0.096500001847744,0.25350001454353299,3.2,59.6,-0.122,2.263,4.90378234903782,0.404560500183893,8,1,6662.85343857573,0.338097901952338,,3.19507629280056,59.6,6742.71174107548,3.39484598531597
BRA,1999,0,0.866,7.132918,0.157000005245209,0.096500001847744,0.25350001454353299,4.86,59,-0.122,2.263,4.90378234903782,0.404560500183893,8,1,6595.61609911524,0.467937566679467,,4.85844749902668,59,6662.85343857573,0.338097901952338
BRA,2000,0,0.87,7.132918,0.157000005245209,0.096500001847744,0.25350001454353299,7.04,,-0.122,2.263,4.90378234903782,0.404560500183893,8,1,6787.66899225011,4.38794944364869,,7.04414105947266,,6595.61609911524,0.467937566679467
BRA,2001,0,0.87,7.132918,0.157000005245209,0.096500001847744,0.25350001454353299,6.84,58.4,-0.122,2.263,4.90378234903782,0.404560500183893,8,1,6788.57656201416,1.3898964044581,,6.84035902487525,58.4,6787.66899225011,4.38794944364869
BRA,2002,1,0.869,7.132918,0.0044999998062849,0.147499993443489,0.15199999511241899,8.45,58.1,-0.484,2.263,4.42335766423358,0.404560500183893,8,1,6904.6253073595,3.05346185683619,,8.4501643770833,58.1,6788.57656201416,1.3898964044581
BRA,2003,0,0.869,8.491788,0.0044999998062849,0.147499993443489,0.15199999511241899,14.71,57.6,-0.484,2.263,4.42335766423358,0.404560500183893,8,1,6896.13719435172,1.14082899877101,,14.7149197228147,57.6,6904.6253073595,3.05346185683619
BRA,2004,0,0.869,9.445505,0.0044999998062849,0.147499993443489,0.15199999511241899,6.6,56.5,-0.484,2.263,4.42335766423358,0.404560500183893,8,1,,,1,,,6896.13719435172,1.14082899877101
BRA,2004,0,0.869,9.445505,0.0044999998062849,0.147499993443489,0.15199999511241899,6.6,56.5,-0.484,2.263,4.42335766423358,0.404560500183893,8,1,7206.26179832942,5.75996463685998,,6.59718509985962,56.5,,
BRA,2005,0,0.884,9.445505,0.0044999998062849,0.147499993443489,0.15199999511241899,6.87,56.3,-0.484,2.263,4.42335766423358,0.404560500183893,8,1,7352.28258589388,3.20213206216255,,6.86953720898965,56.3,7206.26179832942,5.75996463685998
BRA,2005,0,0.884,9.445505,0.0044999998062849,0.147499993443489,0.15199999511241899,6.87,56.3,-0.484,2.263,4.42335766423358,0.404560500183893,8,1,,,1,,,7352.28258589388,3.20213206216255
BRA,2006,1,0.884,9.2369175,0.0885000005364418,0.0865000039339066,0.17500001192092901,4.18,55.6,-0.484,2.263,4.42335766423358,0.404560500183893,8,1,7560.70204026723,3.96198870899485,,4.18356812896902,55.6,,
BRA,2006,1,0.884,9.2369175,0.0885000005364418,0.0865000039339066,0.17500001192092901,4.18,55.6,-0.484,2.263,4.42335766423358,0.404560500183893,8,1,,,1,,,7560.70204026723,3.96198870899485
BRA,2007,0,0.875,9.316707,0.0885000005364418,0.0865000039339066,0.17500001192092901,3.64,54.9,-0.484,2.263,4.42335766423358,0.404560500183893,8,1,,,1,,,,
BRA,2007,0,0.875,9.316707,0.0885000005364418,0.0865000039339066,0.17500001192092901,3.64,54.9,-0.484,2.263,4.42335766423358,0.404560500183893,8,1,7936.82442801739,6.06987060733128,,3.64127299102654,54.9,,
BRA,2008,0,0.875,9.316707,0.0885000005364418,0.0865000039339066,0.17500001192092901,5.68,54,-0.484,2.263,4.42335766423358,0.404560500183893,8,1,8258.61588399477,5.09419544811998,,5.67859390284171,54,7936.82442801739,6.06987060733128
BRA,2008,0,0.875,9.316707,0.0885000005364418,0.0865000039339066,0.17500001192092901,5.68,54,-0.484,2.263,4.42335766423358,0.404560500183893,8,1,,,1,,,8258.61588399477,5.09419544811998
BRA,2009,0,0.875,9.316707,0.0885000005364418,0.0865000039339066,0.17500001192092901,4.89,53.7,-0.484,2.217,4.42335766423358,0.489150422949614,8,1,,,1,,,,
BRA,2009,0,0.875,9.316707,0.0885000005364418,0.0865000039339066,0.17500001192092901,4.89,53.7,-0.484,2.217,4.42335766423358,0.489150422949614,8,1,8169.26241967776,-0.12581200299141,,4.88803479876804,53.7,,
BRA,2010,1,0.881,9.316707,0.158999994397163,0.0700000002980232,0.22900000214576699,5.04,,-0.337,2.28,4.61844724618447,0.373299006987866,8,1,,,1,,,8169.26241967776,-0.12581200299141
BRA,2010,1,0.881,9.316707,0.158999994397163,0.0700000002980232,0.22900000214576699,5.04,,-0.337,2.28,4.61844724618447,0.373299006987866,8,1,8702.25533075519,7.52822581812151,,5.03872690108066,,,
BRA,2011,0,0.887,10.444458,0.158999994397163,0.0700000002980232,0.22900000214576699,6.64,52.9,-0.337,2.219,4.61844724618447,0.485472600220671,8,1,,,1,,,8702.25533075519,7.52822581812151
BRA,2011,0,0.887,10.444458,0.158999994397163,0.0700000002980232,0.22900000214576699,6.64,52.9,-0.337,2.219,4.61844724618447,0.485472600220671,8,1,8965.62055746199,3.97442307944702,,6.63644962213085,52.9,,
BRA,2012,0,0.878,10.444458,0.158999994397163,0.0700000002980232,0.22900000214576699,5.4,53.5,-0.337,2.275,4.61844724618447,0.382493563810225,8,1,,,1,,,8965.62055746199,3.97442307944702
BRA,2012,0,0.878,10.444458,0.158999994397163,0.0700000002980232,0.22900000214576699,5.4,53.5,-0.337,2.275,4.61844724618447,0.382493563810225,8,1,9056.58043788945,1.92117598509462,,5.40349914037009,53.4,,
BRA,2013,0,0.884,10.444458,0.158999994397163,0.0700000002980232,0.22900000214576699,6.2,52.8,0.467,2.409,5.68546781685468,0.136079440970946,8,1,,,1,,,9056.58043788945,1.92117598509462
BRA,2013,0,0.884,10.444458,0.158999994397163,0.0700000002980232,0.22900000214576699,6.2,52.8,0.467,2.409,5.68546781685468,0.136079440970946,8,1,9247.5733810643,3.0048226702888,,6.204310666401,52.7,,
BRA,2014,1,0.883,10.444458,0.0584999993443489,0.115000002086163,0.173500001430511,6.33,52.1,0.611,2.409,5.87657597876576,0.136079440970946,8,1,,,1,,,9247.5733810643,3.0048226702888
BRA,2014,1,0.883,10.444458,0.0584999993443489,0.115000002086163,0.173500001430511,6.33,52.1,0.611,2.409,5.87657597876576,0.136079440970946,8,1,9214.97724357405,0.503955740273241,,6.32904015516142,52,,
BRA,2015,0,0.876,13.215939,0.0584999993443489,0.115000002086163,0.173500001430511,9.03,51.9,0.611,2.483,5.87657597876576,0,8,1,,,1,,,9214.97724357405,0.503955740273241
BRA,2015,0,0.876,13.215939,0.0584999993443489,0.115000002086163,0.173500001430511,9.03,51.9,0.611,2.483,5.87657597876576,0,8,1,8813.98980647828,-3.54576339347278,,9.02990102416129,51.9,,
BRA,2016,0,0.806,13.215939,0.0584999993443489,0.115000002086163,0.173500001430511,8.74,53.3,1.454,1.896,6.99535500995355,1.0794409709452,8,,,,1,,,8813.98980647828,-3.54576339347278
BRA,2016,0,0.806,13.215939,0.0584999993443489,0.115000002086163,0.173500001430511,8.74,53.3,1.454,1.896,6.99535500995355,1.0794409709452,8,,8455.31234246959,-3.2759169063211,,8.73914352329393,53.3,,
BRA,2017,0,0.772,,0.0584999993443489,0.115000002086163,0.173500001430511,3.45,53.3,1.454,1.896,6.99535500995355,1.0794409709452,8,,,,1,,,8455.31234246959,-3.2759169063211
BRA,2017,0,0.772,,0.0584999993443489,0.115000002086163,0.173500001430511,3.45,53.3,1.454,1.896,6.99535500995355,1.0794409709452,8,,8498.29390646058,1.32286905390815,,3.44637335032672,53.3,,
BRA,2018,1,0.762,,,,NA,3.66,53.9,2.028,1.896,7.75713337757134,1.0794409709452,8,,,,1,,,8498.29390646058,1.32286905390815
BRA,2018,1,0.762,,,,NA,3.66,53.9,2.028,1.896,7.75713337757134,1.0794409709452,8,,8582.33863665038,1.78366676137003,,3.66485028376724,53.9,,
BRA,2019,0,0.693,,,,NA,3.73,53.4,2.358,1.896,8.1950895819509,1.0794409709452,,,,,1,,,8582.33863665038,1.78366676137003
BRA,2019,0,0.693,,,,NA,3.73,53.4,2.358,1.896,8.1950895819509,1.0794409709452,,,8622.06659859425,1.22077782271943,,3.73297621216894,53.5,,
BRA,2020,,,,,,,,,2.358,1.081,8.1950895819509,2.57815373299007,,,8228.7742633553,-3.87867633425788,,3.21176803803379,48.9,8622.06659859425,1.22077782271943
BRA,2020,,,,,,,,,2.358,1.081,8.1950895819509,2.57815373299007,,,,,1,,,8228.7742633553,-3.87867633425788
BRA,2021,,,,,,,,,2.358,1.081,8.1950895819509,2.57815373299007,,,8551.20533611534,4.61942162064217,,8.30165975585676,,,
CHL,1990,,,,,,,,,-1.463,0.649,3.12408759124088,3.37256344244207,8,1,5409.01323844217,3.33356547444561,,26.0364811362365,57.2,8551.20533611534,4.61942162064217
CHL,1991,,,,,,,,,-1.676,1.198,2.84140676841407,2.36300110334682,8,1,5735.81854953244,7.80439218559768,,21.7844124277757,,5409.01323844217,3.33356547444561
CHL,1992,0,0.828,5.05618,0,0,0,15.43,54.8,-1.676,1.198,2.84140676841407,2.36300110334682,8,1,6271.9544122576,11.1667077338972,,15.4258064688927,54.8,5735.81854953244,7.80439218559768
CHL,1993,1,0.825,5.05618,0.107500001788139,0.150999993085861,0.25849997997283902,12.73,,-1.676,1.198,2.84140676841407,2.36300110334682,8,1,6577.27934285887,6.58878382658956,,12.7277669490964,,6271.9544122576,11.1667077338972
CHL,1994,0,0.86,4.841964,0.107500001788139,0.150999993085861,0.25849997997283902,11.44,56.4,-1.676,1.198,2.84140676841407,2.36300110334682,8,1,6800.15934630066,5.03019797748942,,11.4431196444973,56.4,6577.27934285887,6.58878382658956
CHL,1995,0,0.86,4.841964,0.107500001788139,0.150999993085861,0.25849997997283902,8.23,,-1.676,1.198,2.84140676841407,2.36300110334682,8,1,7297.13866322421,8.93329586932387,,8.23263034116112,,6800.15934630066,5.03019797748942
CHL,1996,0,0.86,4.841964,0.107500001788139,0.150999993085861,0.25849997997283902,7.36,54.9,-1.992,1.198,2.42203052422031,2.36300110334682,8,1,7683.22906718136,6.80291659583787,,7.35911781788773,54.9,7297.13866322421,8.93329586932387
CHL,1997,1,0.86,4.841964,0.0670000016689301,0.0700000002980232,0.13699999451637301,6.13,,-1.992,1.198,2.42203052422031,2.36300110334682,8,1,8140.18354766809,7.3917392684331,,6.13386464357923,,7683.22906718136,6.80291659583787
CHL,1998,0,0.86,5.1465335,0.0670000016689301,0.0700000002980232,0.13699999451637301,5.11,55.5,-1.992,1.198,2.42203052422031,2.36300110334682,8,1,8372.08144664065,4.18088662700669,,5.11024954517563,55.5,8140.18354766809,7.3917392684331
CHL,1999,0,0.854,5.1465335,0.0670000016689301,0.0700000002980232,0.13699999451637301,3.34,,-1.992,1.198,2.42203052422031,2.36300110334682,8,1,8247.26948955643,-0.2736313981937,,3.33687917526016,,8372.08144664065,4.18088662700669
CHL,2000,0,0.879,5.1465335,0.0670000016689301,0.0700000002980232,0.13699999451637301,3.84,52.8,-1.992,1.198,2.42203052422031,2.36300110334682,9,1,8555.97764056038,4.9716214882971,,3.8432729570657,52.8,8247.26948955643,-0.2736313981937
CHL,2001,1,0.879,5.1465335,0.0355000011622906,0.149000003933907,0.18450000882148701,3.57,,-1.992,1.198,2.42203052422031,2.36300110334682,9,1,8726.99729563939,3.15403492459967,,3.56910053001465,,8555.97764056038,4.9716214882971
CHL,2002,0,0.877,5.8252425,0.0355000011622906,0.149000003933907,0.18450000882148701,2.49,,-1.992,1.198,2.42203052422031,2.36300110334682,9,1,8909.86152331755,3.20279913520113,,2.48939816650703,,8726.99729563939,3.15403492459967
CHL,2003,0,0.877,5.8252425,0.0355000011622906,0.149000003933907,0.18450000882148701,2.81,51.5,-1.992,1.198,2.42203052422031,2.36300110334682,9,1,9233.42162195495,4.72324526861041,,2.81017875743615,51.5,8909.86152331755,3.20279913520113
CHL,2004,0,0.877,5.8252425,0.0355000011622906,0.149000003933907,0.18450000882148701,1.05,,-1.992,1.198,2.42203052422031,2.36300110334682,9,1,,,1,,,9233.42162195495,4.72324526861041
CHL,2004,0,0.877,5.8252425,0.0355000011622906,0.149000003933907,0.18450000882148701,1.05,,-1.992,1.198,2.42203052422031,2.36300110334682,9,1,9748.00509201516,6.67425416822923,,1.05473871403516,,,
CHL,2005,1,0.875,5.8252425,0.0384999997913837,0.0700000002980232,0.108500003814697,3.05,,-1.992,1.198,2.42203052422031,2.36300110334682,9,1,,,1,,,9748.00509201516,6.67425416822923
CHL,2005,1,0.875,5.8252425,0.0384999997913837,0.0700000002980232,0.108500003814697,3.05,,-1.992,1.198,2.42203052422031,2.36300110334682,9,1,10210.0603173382,5.83704571917758,,3.05257621387848,,,
CHL,2006,0,0.889,5.243991,0.0384999997913837,0.0700000002980232,0.108500003814697,3.39,47.3,-1.992,1.198,2.42203052422031,2.36300110334682,10,1,,,1,,,10210.0603173382,5.83704571917758
CHL,2006,0,0.889,5.243991,0.0384999997913837,0.0700000002980232,0.108500003814697,3.39,47.3,-1.992,1.198,2.42203052422031,2.36300110334682,10,1,10714.0290109207,6.04999082563968,,3.39201733699404,47.3,,
CHL,2007,0,0.889,5.243991,0.0384999997913837,0.0700000002980232,0.108500003814697,4.41,,-1.804,1.198,2.67153284671533,2.36300110334682,10,1,,,1,,,10714.0290109207,6.04999082563968
CHL,2007,0,0.889,5.243991,0.0384999997913837,0.0700000002980232,0.108500003814697,4.41,,-1.804,1.198,2.67153284671533,2.36300110334682,10,1,11147.9935659382,5.16823098528431,,4.40779938398046,,,
CHL,2008,0,0.889,5.995004,0.0384999997913837,0.0700000002980232,0.108500003814697,8.72,,-1.804,1.198,2.67153284671533,2.36300110334682,10,1,,,1,,,11147.9935659382,5.16823098528431
CHL,2008,0,0.889,5.995004,0.0384999997913837,0.0700000002980232,0.108500003814697,8.72,,-1.804,1.198,2.67153284671533,2.36300110334682,10,1,11447.1327755837,3.78939280635238,,8.7162687303961,,,
CHL,2009,1,0.886,5.995004,0.0274999998509884,0.119999997317791,0.14749999344348899,0.35,47,-1.804,1.198,2.67153284671533,2.36300110334682,10,1,11199.8801728166,-1.11803723642878,,0.353045178360941,47,11447.1327755837,3.78939280635238
CHL,2009,1,0.886,5.995004,0.0274999998509884,0.119999997317791,0.14749999344348899,0.35,47,-1.804,1.198,2.67153284671533,2.36300110334682,10,1,,,1,,,11199.8801728166,-1.11803723642878
CHL,2010,0,0.886,5.6648307,0.0274999998509884,0.119999997317791,0.14749999344348899,1.41,,-1.509,1.198,3.06303915063039,2.36300110334682,10,1,,,1,,,,
CHL,2010,0,0.886,5.6648307,0.0274999998509884,0.119999997317791,0.14749999344348899,1.41,,-1.509,1.198,3.06303915063039,2.36300110334682,10,1,11732.7299935365,5.85165102224047,,1.41071107954318,,,
CHL,2011,0,0.888,5.6648307,0.0274999998509884,0.119999997317791,0.14749999344348899,3.34,46,-1.509,1.198,3.06303915063039,2.36300110334682,10,1,12339.2610911453,6.22389678509138,,3.34121694259299,46,11732.7299935365,5.85165102224047
CHL,2011,0,0.888,5.6648307,0.0274999998509884,0.119999997317791,0.14749999344348899,3.34,46,-1.509,1.198,3.06303915063039,2.36300110334682,10,1,,,1,,,12339.2610911453,6.22389678509138
CHL,2012,0,0.891,5.6648307,0.0274999998509884,0.119999997317791,0.14749999344348899,3.01,,-1.509,1.198,3.06303915063039,2.36300110334682,10,1,,,1,,,,
CHL,2012,0,0.891,5.6648307,0.0274999998509884,0.119999997317791,0.14749999344348899,3.01,,-1.509,1.198,3.06303915063039,2.36300110334682,10,1,12973.2383185152,6.15534001855494,,3.00744840213049,,,
CHL,2013,1,0.891,5.6648307,0.0810000002384186,0.108500003814697,0.18950000405311601,1.79,45.8,-1.509,1.198,3.06303915063039,2.36300110334682,10,1,,,1,,,12973.2383185152,6.15534001855494
CHL,2013,1,0.891,5.6648307,0.0810000002384186,0.108500003814697,0.18950000405311601,1.79,45.8,-1.509,1.198,3.06303915063039,2.36300110334682,10,1,13271.914845766,3.30850824710085,,1.78955553984587,45.8,,
CHL,2014,0,0.887,6.4573994,0.0810000002384186,0.108500003814697,0.18950000405311601,4.72,,-1.333,1.198,3.29661579296616,2.36300110334682,10,1,13367.2282704542,1.79264947139259,,4.71867527854671,,13271.914845766,3.30850824710085
CHL,2014,0,0.887,6.4573994,0.0810000002384186,0.108500003814697,0.18950000405311601,4.72,,-1.333,1.198,3.29661579296616,2.36300110334682,10,1,,,1,,,13367.2282704542,1.79264947139259
CHL,2015,0,0.88,6.4573994,0.0810000002384186,0.108500003814697,0.18950000405311601,4.35,44.4,-1.104,1.198,3.60053085600531,2.36300110334682,10,1,,,1,,,,
CHL,2015,0,0.88,6.4573994,0.0810000002384186,0.108500003814697,0.18950000405311601,4.35,44.4,-1.104,1.198,3.60053085600531,2.36300110334682,10,1,13495.0106099649,2.15194249981184,,4.3487735321705,44.4,,
CHL,2016,0,0.882,6.4573994,0.0810000002384186,0.108500003814697,0.18950000405311601,3.79,,-1.104,1.198,3.60053085600531,2.36300110334682,10,,13550.8119310854,1.75303874901438,,3.78619355893115,,13495.0106099649,2.15194249981184
CHL,2016,0,0.882,6.4573994,0.0810000002384186,0.108500003814697,0.18950000405311601,3.79,,-1.104,1.198,3.60053085600531,2.36300110334682,10,,,,1,,,13550.8119310854,1.75303874901438
CHL,2017,1,0.887,,,,NA,2.18,44.4,-1.104,1.198,3.60053085600531,2.36300110334682,10,,,,1,,,,
CHL,2017,1,0.887,,,,NA,2.18,44.4,-1.104,1.198,3.60053085600531,2.36300110334682,10,,13540.4386716385,1.35769537349597,,2.18271846868523,44.4,,
CHL,2018,0,0.863,,,,NA,2.43,,-0.579,1.198,4.29727936297279,2.36300110334682,10,,13886.1905540497,3.99002947784489,,2.43488981353058,,13540.4386716385,1.35769537349597
CHL,2018,0,0.863,,,,NA,2.43,,-0.579,1.198,4.29727936297279,2.36300110334682,10,,,,1,,,13886.1905540497,3.99002947784489
CHL,2019,0,0.813,,,,NA,2.56,,0.708,1.171,6.00530856005309,2.41265171018757,,,13828.6343625026,0.77053958389908,,2.55754475703323,,,
CHL,2019,0,0.813,,,,NA,2.56,,0.708,1.171,6.00530856005309,2.41265171018757,,,,,1,,,13828.6343625026,0.77053958389908
CHL,2020,,,,,,,,,0.301,1.171,5.46516257465163,2.41265171018757,,,,,1,,,,
CHL,2020,,,,,,,,,0.301,1.171,5.46516257465163,2.41265171018757,,,12890.2643426289,-5.9782240617438,,3.04549084804331,44.9,,
CHL,2021,,,,,,,,,0.831,1.171,6.16854678168547,2.41265171018757,,,14322.2893824278,11.6682247016219,,4.52456838259136,,12890.2643426289,-5.9782240617438
COL,1990,,,,,,,,,0.015,0.817,5.08560053085601,3.06362633321074,8,1,3639.71922481747,4.28199833053058,,29.137822529893,,14322.2893824278,11.6682247016219
COL,1991,,,,,,,,,0.015,1.106,5.08560053085601,2.53218094887827,9,1,3640.45502531114,2.00160759689192,,30.348440545809,,3639.71922481747,4.28199833053058
COL,1992,0,0.566,2.996994,0.128000006079674,0.150499999523163,0.27850002050399802,27.03,51.5,-0.64,1.106,4.21632382216324,2.53218094887827,9,1,3714.61879723649,4.04492943774078,,27.0305636040751,51.5,3640.45502531114,2.00160759689192
COL,1993,0,0.566,2.996994,0.128000006079674,0.150499999523163,0.27850002050399802,22.44,,-0.64,1.106,4.21632382216324,2.53218094887827,9,1,3840.06784048433,5.38540993856773,,22.4413214627327,,3714.61879723649,4.04492943774078
COL,1994,1,0.562,2.7526748,0.0495000034570694,0.149000003933907,0.19850000739097601,22.85,,-0.64,1.106,4.21632382216324,2.53218094887827,9,1,3987.48220950236,5.81466190787813,,22.8471846643832,,3840.06784048433,5.38540993856773
COL,1995,0,0.566,2.7526748,0.0495000034570694,0.149000003933907,0.19850000739097601,20.9,,0.436,1.106,5.64432647644327,2.53218094887827,7,1,4118.62802709458,5.2024375925092,,20.8971286014773,,3987.48220950236,5.81466190787813
COL,1996,0,0.562,2.7526748,0.0495000034570694,0.149000003933907,0.19850000739097601,20.8,56.9,0.436,1.106,5.64432647644327,2.53218094887827,7,1,4129.05033218527,2.05585471217387,,20.7970867893992,56.9,4118.62802709458,5.2024375925092
COL,1997,0,0.562,2.7526748,0.0495000034570694,0.149000003933907,0.19850000739097601,18.46,,0.436,1.106,5.64432647644327,2.53218094887827,7,1,4197.39531154505,3.43029367827623,,18.4625690839056,,4129.05033218527,2.05585471217387
COL,1998,1,0.553,3.1218839,0.0910000056028366,0.162499994039536,0.25349998474121099,18.68,,0.436,1.106,5.64432647644327,2.53218094887827,7,1,4150.83529956541,0.569784089866261,,18.6812565385812,,4197.39531154505,3.43029367827623
COL,1999,0,0.547,3.1218839,0.0910000056028366,0.162499994039536,0.25349998474121099,10.87,58.7,0.436,1.106,5.64432647644327,2.53218094887827,7,1,3911.57338552603,-4.20401524369927,,10.8733978176967,58.7,4150.83529956541,0.569784089866261
COL,2000,0,0.553,3.1218839,0.0910000056028366,0.162499994039536,0.25349998474121099,9.22,58.7,-0.3,1.041,4.66755142667552,2.65171018756896,7,1,3961.92972271246,2.92486148314592,,9.22257080235504,58.7,3911.57338552603,-4.20401524369927
COL,2001,0,0.548,3.1218839,0.0910000056028366,0.162499994039536,0.25349998474121099,7.97,57.5,-0.133,1.041,4.88918380889184,2.65171018756896,7,1,3965.7640584038,1.67789830769955,,7.96970293133976,57.5,3961.92972271246,2.92486148314592
COL,2002,1,0.532,6.591549,0.415500015020371,0.166999995708466,0.582499980926514,6.35,56,0.57,1.041,5.82216323822163,2.65171018756896,7,1,4003.46582038907,2.50398046550686,,6.35192507425155,56,3965.7640584038,1.67789830769955
COL,2003,0,0.537,6.591549,0.415500015020371,0.166999995708466,0.582499980926514,7.13,53.6,0.57,0.401,5.82216323822163,3.82861346083119,7,1,4099.30637640039,3.91827190359832,,7.1307416862268,53.6,4003.46582038907,2.50398046550686
COL,2004,0,0.542,6.591549,0.415500015020371,0.166999995708466,0.582499980926514,5.9,55,0.57,0.401,5.82216323822163,3.82861346083119,7,1,4257.16268555889,5.33302206745236,,5.90126181451809,55,4099.30637640039,3.91827190359832
COL,2004,0,0.542,6.591549,0.415500015020371,0.166999995708466,0.582499980926514,5.9,55,0.57,0.401,5.82216323822163,3.82861346083119,7,1,,,1,,,4257.16268555889,5.33302206745236
COL,2005,0,0.541,6.591549,0.415500015020371,0.166999995708466,0.582499980926514,5.05,53.9,0.57,0.401,5.82216323822163,3.82861346083119,7,1,,,1,,,,
COL,2005,0,0.541,6.591549,0.415500015020371,0.166999995708466,0.582499980926514,5.05,53.9,0.57,0.401,5.82216323822163,3.82861346083119,7,1,4402.89908197619,4.82876110795085,,5.05142028722872,53.9,,
